Prediction,Ground Truth
"[5.490991592407227, 4.915657997131348]","[6.98199987411499, 5.560999870300293]"
"[5.495853424072266, 4.950990676879883]","[6.98199987411499, 5.560999870300293]"
"[5.511434555053711, 4.910083770751953]","[6.98199987411499, 5.560999870300293]"
"[5.538477897644043, 4.869229316711426]","[6.98199987411499, 5.560999870300293]"
"[6.079144477844238, 4.525369644165039]","[6.98199987411499, 5.560999870300293]"
"[5.503139495849609, 4.865699768066406]","[6.98199987411499, 5.560999870300293]"
"[5.537383079528809, 4.68695068359375]","[6.98199987411499, 5.560999870300293]"
"[5.571070671081543, 4.776407718658447]","[6.98199987411499, 5.560999870300293]"
"[5.449562072753906, 4.811605930328369]","[6.98199987411499, 5.560999870300293]"
"[5.2410430908203125, 5.228921890258789]","[6.98199987411499, 5.560999870300293]"
"[5.519437789916992, 4.8520660400390625]","[6.98199987411499, 5.560999870300293]"
"[5.32493782043457, 5.088923454284668]","[6.98199987411499, 5.560999870300293]"
"[5.489206314086914, 4.829833984375]","[6.98199987411499, 5.560999870300293]"
"[5.463921546936035, 4.872481346130371]","[6.98199987411499, 5.560999870300293]"
"[5.4383392333984375, 4.986029624938965]","[6.98199987411499, 5.560999870300293]"
"[5.37923526763916, 4.927560806274414]","[6.98199987411499, 5.560999870300293]"
"[5.378419876098633, 4.981624603271484]","[6.98199987411499, 5.560999870300293]"
"[5.342391014099121, 5.031229019165039]","[6.98199987411499, 5.560999870300293]"
"[5.35820198059082, 4.984640121459961]","[6.98199987411499, 5.560999870300293]"
"[5.258455276489258, 5.032642364501953]","[6.98199987411499, 5.560999870300293]"
"[5.377897262573242, 4.765405654907227]","[6.98199987411499, 5.560999870300293]"
"[5.276575088500977, 4.835453510284424]","[6.98199987411499, 5.560999870300293]"
"[5.194390296936035, 4.963874816894531]","[6.98199987411499, 5.560999870300293]"
"[4.960816383361816, 5.083362579345703]","[6.98199987411499, 5.560999870300293]"
"[5.068467140197754, 5.004798889160156]","[6.98199987411499, 5.560999870300293]"
"[5.016200065612793, 4.988523483276367]","[6.98199987411499, 5.560999870300293]"
"[4.945002555847168, 4.919377326965332]","[6.98199987411499, 5.560999870300293]"
"[4.962397575378418, 4.822027206420898]","[6.98199987411499, 5.560999870300293]"
"[4.876091957092285, 4.894839286804199]","[6.98199987411499, 5.560999870300293]"
"[4.753365516662598, 4.837942600250244]","[6.98199987411499, 5.560999870300293]"
"[4.78946590423584, 4.919642448425293]","[6.98199987411499, 5.560999870300293]"
"[4.743773460388184, 4.8803911209106445]","[6.98199987411499, 5.560999870300293]"
"[4.716454029083252, 4.972624778747559]","[6.98199987411499, 5.560999870300293]"
"[4.984140396118164, 4.1456499099731445]","[6.98199987411499, 5.560999870300293]"
"[4.644743919372559, 4.943733215332031]","[6.98199987411499, 5.560999870300293]"
"[4.691901206970215, 4.929343223571777]","[6.98199987411499, 5.560999870300293]"
"[4.625165939331055, 4.982097625732422]","[6.98199987411499, 5.560999870300293]"
"[4.624567031860352, 5.029882431030273]","[6.98199987411499, 5.560999870300293]"
"[4.442171096801758, 5.112241744995117]","[6.98199987411499, 5.560999870300293]"
"[4.616856575012207, 5.0113630294799805]","[6.98199987411499, 5.560999870300293]"
"[4.61895227432251, 4.995923042297363]","[6.98199987411499, 5.560999870300293]"
"[4.672108173370361, 4.951521873474121]","[6.98199987411499, 5.560999870300293]"
"[4.654745101928711, 4.952592849731445]","[6.98199987411499, 5.560999870300293]"
"[4.708306789398193, 4.962691307067871]","[6.98199987411499, 5.560999870300293]"
"[4.839319229125977, 4.899937629699707]","[6.98199987411499, 5.560999870300293]"
"[5.019347190856934, 4.91945743560791]","[6.98199987411499, 5.560999870300293]"
"[5.141192436218262, 4.999098777770996]","[6.98199987411499, 5.560999870300293]"
"[5.321259498596191, 4.895525932312012]","[6.98199987411499, 5.560999870300293]"
"[5.300860404968262, 5.001650810241699]","[6.98199987411499, 5.560999870300293]"
"[5.325516700744629, 4.894664764404297]","[6.98199987411499, 5.560999870300293]"
"[5.46087646484375, 4.785872459411621]","[6.98199987411499, 5.560999870300293]"
"[5.275286674499512, 5.070906639099121]","[6.98199987411499, 5.560999870300293]"
"[5.311995506286621, 4.886911392211914]","[6.98199987411499, 5.560999870300293]"
"[5.375765800476074, 4.994362831115723]","[6.98199987411499, 5.560999870300293]"
"[5.044044494628906, 4.908116340637207]","[6.98199987411499, 5.560999870300293]"
"[4.675074100494385, 5.387275695800781]","[6.98199987411499, 5.560999870300293]"
"[5.482535362243652, 7.071684837341309]","[6.98199987411499, 5.560999870300293]"
"[6.01182746887207, 7.945029258728027]","[6.98199987411499, 5.560999870300293]"
"[6.475261688232422, 8.473819732666016]","[6.98199987411499, 5.560999870300293]"
"[6.552255630493164, 8.845200538635254]","[6.98199987411499, 5.560999870300293]"
"[6.913317680358887, 9.445440292358398]","[6.98199987411499, 5.560999870300293]"
"[6.980704307556152, 9.453893661499023]","[6.98199987411499, 5.560999870300293]"
"[6.841037750244141, 9.382786750793457]","[6.98199987411499, 5.560999870300293]"
"[7.229671478271484, 9.894986152648926]","[6.98199987411499, 5.560999870300293]"
"[7.565037727355957, 10.065003395080566]","[6.98199987411499, 5.560999870300293]"
"[7.600820541381836, 10.569108009338379]","[6.98199987411499, 5.560999870300293]"
"[7.381748199462891, 9.752406120300293]","[6.98199987411499, 5.560999870300293]"
"[7.474078178405762, 9.808843612670898]","[6.98199987411499, 5.560999870300293]"
"[7.682980537414551, 10.631673812866211]","[6.98199987411499, 5.559999942779541]"
"[7.633322715759277, 10.615023612976074]","[6.98199987411499, 5.559999942779541]"
"[7.698033332824707, 10.27161693572998]","[6.98199987411499, 5.559999942779541]"
"[7.729124069213867, 10.371861457824707]","[6.98199987411499, 5.559999942779541]"
"[7.971207618713379, 10.640250205993652]","[6.98199987411499, 5.559999942779541]"
"[8.010129928588867, 10.847228050231934]","[6.98199987411499, 5.559999942779541]"
"[8.1754150390625, 11.075997352600098]","[6.974999904632568, 5.559999942779541]"
"[8.108841896057129, 10.978537559509277]","[6.9720001220703125, 5.559999942779541]"
"[7.791080474853516, 10.587231636047363]","[6.968999862670898, 5.559999942779541]"
"[7.485773086547852, 10.173454284667969]","[6.9670000076293945, 5.559999942779541]"
"[7.669787406921387, 10.037729263305664]","[6.966000080108643, 5.559999942779541]"
"[7.869804382324219, 10.836262702941895]","[6.960000038146973, 5.559999942779541]"
"[7.454860687255859, 10.242445945739746]","[6.947999954223633, 5.559999942779541]"
"[7.34732723236084, 9.913569450378418]","[6.934000015258789, 5.564000129699707]"
"[6.531651496887207, 8.8541898727417]","[6.9120001792907715, 5.574999809265137]"
"[6.074200630187988, 8.050047874450684]","[6.90500020980835, 5.578999996185303]"
"[5.98573112487793, 7.781067848205566]","[6.90500020980835, 5.578999996185303]"
"[5.596985816955566, 7.124537467956543]","[6.90500020980835, 5.578999996185303]"
"[5.040830612182617, 6.174689292907715]","[6.90500020980835, 5.578999996185303]"
"[4.769003868103027, 5.601655006408691]","[6.90500020980835, 5.578999996185303]"
"[4.607102394104004, 5.087377548217773]","[6.90500020980835, 5.578999996185303]"
"[4.649406433105469, 5.024720191955566]","[6.9029998779296875, 5.578999996185303]"
"[4.889789581298828, 4.841104030609131]","[6.9019999504089355, 5.578999996185303]"
"[5.08587646484375, 4.8392839431762695]","[6.8979997634887695, 5.578999996185303]"
"[5.171661376953125, 4.91844367980957]","[6.894000053405762, 5.578999996185303]"
"[5.301511764526367, 4.924072265625]","[6.890999794006348, 5.578999996185303]"
"[5.330724716186523, 4.93004035949707]","[6.888000011444092, 5.578999996185303]"
"[5.264615058898926, 4.994301795959473]","[6.88700008392334, 5.578999996185303]"
"[5.2774858474731445, 5.034790992736816]","[6.88700008392334, 5.578999996185303]"
"[5.366168022155762, 4.9530134201049805]","[6.88700008392334, 5.578999996185303]"
"[5.518500328063965, 4.79185152053833]","[6.88700008392334, 5.578999996185303]"
"[5.422127723693848, 4.9641876220703125]","[6.88700008392334, 5.578999996185303]"
"[5.408526420593262, 4.997819900512695]","[6.88700008392334, 5.578999996185303]"
"[5.288588523864746, 5.0211687088012695]","[6.88700008392334, 5.578999996185303]"
"[5.343779563903809, 4.995420455932617]","[6.88700008392334, 5.578999996185303]"
"[5.374967575073242, 4.992415428161621]","[6.88700008392334, 5.578999996185303]"
"[5.392472267150879, 4.843384742736816]","[6.88700008392334, 5.578999996185303]"
"[5.2953901290893555, 5.003763198852539]","[6.88700008392334, 5.578999996185303]"
"[5.275484085083008, 4.828897476196289]","[6.88700008392334, 5.578999996185303]"
"[5.408026695251465, 4.936481475830078]","[6.88700008392334, 5.578999996185303]"
"[5.23777961730957, 5.1418867111206055]","[6.88700008392334, 5.578999996185303]"
"[5.369988441467285, 4.991171836853027]","[6.88700008392334, 5.578999996185303]"
"[5.440690994262695, 4.997920989990234]","[6.88700008392334, 5.578999996185303]"
"[5.449928283691406, 4.928012847900391]","[6.88700008392334, 5.578999996185303]"
"[5.378269195556641, 5.004334449768066]","[6.88700008392334, 5.578999996185303]"
"[5.32844352722168, 5.038755416870117]","[6.88700008392334, 5.578999996185303]"
"[5.366110801696777, 4.955136299133301]","[6.88700008392334, 5.578999996185303]"
"[5.421696662902832, 4.928853988647461]","[6.88700008392334, 5.578999996185303]"
"[5.287869453430176, 5.015918731689453]","[6.88700008392334, 5.578999996185303]"
"[5.452836036682129, 4.814929008483887]","[6.88700008392334, 5.578999996185303]"
"[5.374057769775391, 4.932590484619141]","[6.88700008392334, 5.578999996185303]"
"[5.359705924987793, 4.91911506652832]","[6.88700008392334, 5.578999996185303]"
"[5.326725006103516, 4.898815631866455]","[6.88700008392334, 5.578999996185303]"
"[5.259037971496582, 5.017823219299316]","[6.88700008392334, 5.578999996185303]"
"[5.291093826293945, 5.0189666748046875]","[6.88700008392334, 5.578999996185303]"
"[5.3265790939331055, 4.9184064865112305]","[6.88700008392334, 5.578999996185303]"
"[5.337398529052734, 4.99208927154541]","[6.88700008392334, 5.578999996185303]"
"[5.315770149230957, 4.999290466308594]","[6.88700008392334, 5.578999996185303]"
"[5.289523124694824, 4.961554527282715]","[6.88700008392334, 5.578999996185303]"
"[5.278680801391602, 4.992807388305664]","[6.88700008392334, 5.578999996185303]"
"[5.271814346313477, 4.965692520141602]","[6.88700008392334, 5.578999996185303]"
"[5.199886322021484, 4.937150955200195]","[6.88700008392334, 5.578999996185303]"
"[5.0568952560424805, 5.009895324707031]","[6.88700008392334, 5.578999996185303]"
"[5.115710258483887, 4.865277290344238]","[6.88700008392334, 5.578999996185303]"
"[5.033143997192383, 4.809187889099121]","[6.88700008392334, 5.578999996185303]"
"[4.868863105773926, 5.114526748657227]","[6.88700008392334, 5.578999996185303]"
"[4.749961853027344, 5.14664363861084]","[6.88700008392334, 5.578999996185303]"
"[4.913016319274902, 4.959865570068359]","[6.88700008392334, 5.578999996185303]"
"[4.810236930847168, 5.045257568359375]","[6.88700008392334, 5.578999996185303]"
"[4.910935401916504, 4.822530269622803]","[6.88700008392334, 5.578999996185303]"
"[4.957268714904785, 4.822238922119141]","[6.88700008392334, 5.578999996185303]"
"[4.838210105895996, 4.859851360321045]","[6.88700008392334, 5.578999996185303]"
"[4.7615203857421875, 4.823209285736084]","[6.88700008392334, 5.578999996185303]"
"[4.7876362800598145, 4.911324501037598]","[6.88700008392334, 5.578999996185303]"
"[4.722787857055664, 4.894339561462402]","[6.88700008392334, 5.578999996185303]"
"[4.722014427185059, 4.9544267654418945]","[6.88700008392334, 5.578999996185303]"
"[4.668735504150391, 4.909918785095215]","[6.88700008392334, 5.578999996185303]"
"[4.627981185913086, 4.943707466125488]","[6.88700008392334, 5.578999996185303]"
"[4.699219226837158, 4.907810211181641]","[6.88700008392334, 5.578999996185303]"
"[4.671429634094238, 4.966559410095215]","[6.88700008392334, 5.578999996185303]"
"[4.603178024291992, 4.9953508377075195]","[6.883999824523926, 5.578999996185303]"
"[4.6589508056640625, 4.983647346496582]","[6.880000114440918, 5.578999996185303]"
"[4.227727890014648, 5.219747543334961]","[6.874000072479248, 5.578999996185303]"
"[4.605114936828613, 5.041895866394043]","[6.868000030517578, 5.578999996185303]"
"[4.563936233520508, 5.03264045715332]","[6.863999843597412, 5.578999996185303]"
"[4.627795219421387, 4.970187187194824]","[6.855999946594238, 5.578999996185303]"
"[4.654695510864258, 4.938902854919434]","[6.8520002365112305, 5.578999996185303]"
"[4.595264911651611, 5.009099006652832]","[6.84499979019165, 5.578999996185303]"
"[4.680074691772461, 4.902874946594238]","[6.8420000076293945, 5.578999996185303]"
"[4.726119041442871, 4.917316436767578]","[6.8420000076293945, 5.578999996185303]"
"[4.858514785766602, 4.857317924499512]","[6.8420000076293945, 5.578999996185303]"
"[4.920928001403809, 4.936986923217773]","[6.8420000076293945, 5.578999996185303]"
"[5.049534797668457, 4.8507795333862305]","[6.8420000076293945, 5.578999996185303]"
"[5.148035049438477, 4.962169647216797]","[6.841000080108643, 5.578999996185303]"
"[5.30023193359375, 4.905195236206055]","[6.841000080108643, 5.578999996185303]"
"[5.326175689697266, 4.963108062744141]","[6.841000080108643, 5.578999996185303]"
"[5.234833717346191, 5.089759826660156]","[6.841000080108643, 5.578999996185303]"
"[5.322171211242676, 4.969231605529785]","[6.841000080108643, 5.578999996185303]"
"[5.386160850524902, 4.8822832107543945]","[6.840000152587891, 5.578999996185303]"
"[5.332764625549316, 5.036611557006836]","[6.840000152587891, 5.578999996185303]"
"[5.374331474304199, 4.886826038360596]","[6.840000152587891, 5.578999996185303]"
"[5.46828556060791, 4.942347526550293]","[6.840000152587891, 5.578999996185303]"
"[5.528271675109863, 4.828501224517822]","[6.840000152587891, 5.578999996185303]"
"[5.478930473327637, 4.945696830749512]","[6.840000152587891, 5.578999996185303]"
"[5.518710136413574, 4.8106689453125]","[6.840000152587891, 5.578999996185303]"
"[5.485650062561035, 4.935625076293945]","[6.840000152587891, 5.578999996185303]"
"[5.460409164428711, 4.953605651855469]","[6.840000152587891, 5.578999996185303]"
"[5.483186721801758, 4.898611068725586]","[6.840000152587891, 5.578999996185303]"
"[5.446524620056152, 4.740220069885254]","[6.840000152587891, 5.578999996185303]"
"[5.473980903625488, 4.8820672035217285]","[6.840000152587891, 5.578999996185303]"
"[5.46235466003418, 4.828989028930664]","[6.840000152587891, 5.578999996185303]"
"[5.358892440795898, 5.018004417419434]","[6.840000152587891, 5.578999996185303]"
"[5.328984260559082, 4.987361907958984]","[6.840000152587891, 5.578999996185303]"
"[5.461932182312012, 4.897077560424805]","[6.840000152587891, 5.578999996185303]"
"[5.327192306518555, 5.037549018859863]","[6.840000152587891, 5.578999996185303]"
"[5.341785430908203, 5.009371757507324]","[6.840000152587891, 5.578999996185303]"
"[5.438503265380859, 4.890568733215332]","[6.840000152587891, 5.578999996185303]"
"[5.416967391967773, 4.961098670959473]","[6.840000152587891, 5.578999996185303]"
"[5.359589576721191, 4.945348739624023]","[6.840000152587891, 5.578999996185303]"
"[5.395144462585449, 5.02142333984375]","[6.840000152587891, 5.578999996185303]"
"[5.376594543457031, 4.971471786499023]","[6.840000152587891, 5.578999996185303]"
"[5.35114860534668, 4.98525333404541]","[6.840000152587891, 5.578999996185303]"
"[5.332568168640137, 5.02351188659668]","[6.840000152587891, 5.578999996185303]"
"[5.343531608581543, 5.040220260620117]","[6.840000152587891, 5.578999996185303]"
"[5.286133766174316, 5.06195068359375]","[6.840000152587891, 5.578999996185303]"
"[5.452236175537109, 4.985808372497559]","[6.840000152587891, 5.578999996185303]"
"[5.350250244140625, 4.919578552246094]","[6.840000152587891, 5.578999996185303]"
"[5.224150657653809, 5.070403099060059]","[6.840000152587891, 5.578999996185303]"
"[5.307384490966797, 4.891445159912109]","[6.840000152587891, 5.578999996185303]"
"[5.283424377441406, 4.840279579162598]","[6.840000152587891, 5.578999996185303]"
"[5.299745559692383, 4.956911087036133]","[6.840000152587891, 5.578999996185303]"
